,b'\x83{\x81[\x83\x8a\x83\x93\x83O',b'PL\x8b\xe6\x95\xaa',recoords
236,1177,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15569539.069370853, 4271438.075981969]]"
237,1178,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569946.935144695, 4271875.694289804]]"
238,1179,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569994.555371772, 4271913.052627044]]"
239,1180,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15570054.853503441, 4271892.848473606]]"
240,1181,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15570350.46962171, 4271954.604022206]]"
241,1182,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569948.48416961, 4272373.94535121]]"
242,1183,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15570412.3168971, 4272450.190051246]]"
243,1188,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569370.853494495, 4271558.915304402]]"
244,1197,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569361.271818858, 4272288.170764918]]"
245,1213,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15569489.285696026, 4271618.763295082]]"
246,1215,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567360.912419962, 4271482.679830169]]"
247,1216,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15567268.151071016, 4272397.205117371]]"
248,1218,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567706.005948445, 4271877.604411723]]"
249,1220,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567202.283701004, 4271848.6336115]]"
250,1221,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15567109.826043736, 4271784.972201183]]"
251,1227,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15568017.390937453, 4271624.865298796]]"
252,1230,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15567950.907640448, 4271520.035968619]]"
253,1231,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15567684.977082761, 4271542.908215411]]"
254,1268,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566891.516240451, 4271910.771209994]]"
255,1269,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15566897.084138269, 4272248.147212844]]"
256,1270,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15566766.902225917, 4272314.4802142]]"
257,1271,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15566986.141828412, 4272551.222434454]]"
258,1273,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15566779.577085817, 4271757.144839868]]"
259,1274,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566876.672770942, 4271767.056055435]]"
260,1275,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15566909.759408383, 4271751.04539672]]"
261,1276,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566821.940520046, 4271764.006479477]]"
262,1277,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15566940.98945965, 4271508.2208248]]"
263,1278,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566515.809734091, 4271545.5788674]]"
264,1279,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15566485.815415572, 4271573.025194687]]"
265,1280,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566158.348945709, 4271464.765995551]]"
266,1281,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15566135.466207126, 4271418.641678026]]"
267,1282,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15565936.32958861, 4271805.940836614]]"
268,1284,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15565474.65950577, 4271444.564047185]]"
269,1291,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15565536.505175985, 4271673.282598115]]"
270,1296,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15565598.35121341, 4271977.866894133]]"
271,1297,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15565598.35230311, 4272168.47471192]]"
272,1298,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564918.37373145, 4272168.475944554]]"
273,1300,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15565412.819318963, 4272168.8562385505]]"
274,1322,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15565633.292541068, 4271858.929169567]]"
275,1323,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15565441.267362349, 4272105.955186253]]"
276,1324,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15565718.0197077, 4271919.922484034]]"
277,1325,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15565728.223344646, 4271812.802919087]]"
278,1326,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564753.559405582, 4272297.710244202]]"
279,1327,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15564846.326202052, 4272335.832474464]]"
280,1328,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564660.793165265, 4272335.8327687215]]"
281,1329,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564299.926409002, 4271520.80547191]]"
282,1332,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563990.7058325, 4271711.405847228]]"
283,1340,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563681.484519005, 4271749.526711411]]"
284,1348,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563403.186804347, 4271977.870736319]]"
285,1390,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564267.77362164, 4272515.391895068]]"
286,1393,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15563877.22342317, 4272017.897579857]]"
287,1397,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15564449.591747502, 4271857.025425726]]"
288,1398,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564540.812205441, 4271865.411831337]]"
289,1399,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564490.717740813, 4271779.2591849705]]"
290,1400,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564528.442858063, 4271777.353046697]]"
291,1401,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564542.050740197, 4272137.597987801]]"
292,1402,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15564179.951847482, 4272083.847054274]]"
293,1403,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15564068.632248996, 4272112.8198034195]]"
294,1404,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564064.612073004, 4272072.029686908]]"
295,1405,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564537.105249193, 4272450.201096798]]"
296,1406,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564475.260957304, 4272450.201228881]]"
297,1407,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15564475.261427294, 4272526.447217376]]"
298,1408,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564537.10577929, 4272526.44708536]]"
299,1409,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15564444.33944042, 4272564.570528326]]"
300,1410,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15564104.195439618, 4272526.447909948]]"
301,1411,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562351.831622118, 4271520.426640375]]"
302,1416,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562197.22181814, 4271672.906376042]]"
303,1418,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562228.146770315, 4272168.4797780635]]"
304,1419,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562908.434931941, 4272359.090194199]]"
305,1420,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562444.603310829, 4272435.336176707]]"
306,1421,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562351.836864244, 4272435.336286]]"
307,1494,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562347.194928942, 4271807.471285923]]"
308,1495,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562847.210149163, 4272542.461342035]]"
309,1496,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15562498.711976187, 4271572.650488981]]"
310,1497,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562454.18376643, 4271510.515416914]]"
311,1498,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15562939.043197297, 4271576.080880492]]"
312,1499,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562469.959589586, 4272464.309522594]]"
313,1500,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15563270.84083379, 4272100.6218364425]]"
314,1505,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561764.313068463, 4271863.509304532]]"
315,1506,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561826.15936159, 4272206.602214221]]"
316,1507,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561022.493376158, 4272244.725266343]]"
317,1508,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561547.861906717, 4272511.583088879]]"
318,1509,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561146.183670845, 4272549.706645665]]"
319,1589,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561205.8612406, 4272189.829224463]]"
320,1590,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561492.197684858, 4271741.523637028]]"
321,1591,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561439.629597915, 4271672.525874471]]"
322,1592,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561471.170438398, 4271721.319820738]]"
323,1593,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561110.002691051, 4272186.398335888]]"
324,1594,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561007.955066366, 4271379.3859818615]]"
325,1595,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561012.593816474, 4271454.862185107]]"
326,1596,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15561087.119981678, 4272126.165915881]]"
327,1597,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560947.969809383, 4272032.386848416]]"
328,1598,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15561873.778901288, 4272130.358406946]]"
329,1616,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560187.591464173, 4271482.308905491]]"
330,1617,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560744.190872481, 4271672.907668003]]"
331,1642,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559893.212802319, 4271488.027027739]]"
332,1643,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560006.078368852, 4271441.902415623]]"
333,1648,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560075.654585853, 4271708.360125541]]"
334,1649,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559957.222580219, 4271673.289523217]]"
335,1650,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560186.358239608, 4272136.07831315]]"
336,1651,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560224.701630209, 4272129.216296429]]"
337,1652,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560185.430317026, 4272103.674855717]]"
338,1653,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15560350.244344296, 4271929.841144144]]"
339,1655,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559043.473412989, 4271634.788779101]]"
340,1678,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559140.572691, 4272314.490531513]]"
341,1679,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559129.745840311, 4271579.514810274]]"
342,1680,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559116.448571095, 4271432.754272214]]"
343,1681,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559135.00357757, 4271751.436701462]]"
344,1682,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559133.458129741, 4271876.091366153]]"
345,1683,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559136.860458596, 4272041.537396067]]"
346,1684,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559475.7697933, 4272523.021952038]]"
347,1685,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559246.32664574, 4272369.386943838]]"
348,1686,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559376.508707121, 4272344.988334439]]"
349,1687,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559583.377323585, 4272269.887100477]]"
350,1688,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559443.9176693, 4272126.548470282]]"
351,1689,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559264.261156252, 4272296.191668709]]"
352,1690,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15558648.597430905, 4271563.1235580165]]"
353,1691,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15558655.400095649, 4271508.231183974]]"
354,1692,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15559514.418798743, 4271874.566401885]]"
355,1693,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15558576.859102443, 4271749.530980591]]"
356,1694,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559187.574270278, 4272297.716615292]]"
357,1695,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559342.185046168, 4272335.839017826]]"
358,1696,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559342.185046168, 4272335.839017826]]"
359,1697,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559589.562114595, 4272335.838854759]]"
360,1698,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559187.575139588, 4272450.207230254]]"
361,1699,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559249.419590881, 4272488.330187698]]"
362,1742,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15558372.77681003, 4272418.565788288]]"
363,1743,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15558326.393432124, 4272384.255355826]]"
364,1744,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15557993.670007335, 4272155.521831429]]"
365,1745,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15558061.69835727, 4272101.770039142]]"
366,1752,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552921.50992312, 4271406.069848109]]"
367,1753,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553292.575692864, 4271481.927896813]]"
368,1755,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553323.499051204, 4271710.647540369]]"
369,1757,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553292.577912968, 4271901.250977449]]"
370,1758,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553230.733648812, 4271901.250967941]]"
371,1762,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553133.326569041, 4271438.090310305]]"
372,1763,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553297.522878077, 4271414.075333992]]"
373,1764,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552935.115529673, 4271388.153911773]]"
374,1765,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552917.180542206, 4271370.237835741]]"
375,1766,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15553219.599390198, 4271459.056096162]]"
376,1767,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552291.936306765, 4271535.2942688875]]"
377,1768,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552353.780449957, 4271535.29433656]]"
378,1769,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552477.469169779, 4271573.414337436]]"
379,1772,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551932.002199879, 4271405.687457259]]"
380,1773,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15551746.46950941, 4271406.068377172]]"
381,1777,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552024.769378515, 4271558.165759992]]"
382,1784,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551290.371903129, 4272149.800373913]]"
383,1785,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15551244.297663787, 4272078.131327386]]"
384,1786,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551422.717294829, 4271854.359981023]]"
385,1787,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15551426.736964874, 4271819.288859221]]"
386,1788,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551257.5937189, 4271980.540390849]]"
387,1789,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15551270.272453297, 4272131.883045509]]"
388,1790,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15551311.708328288, 4272176.86695717]]"
389,1791,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15551231.619584475, 4272096.048515767]]"
390,1804,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550417.129472611, 4271786.884397243]]"
391,1810,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550509.896361152, 4271901.247002417]]"
392,1823,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550262.52081075, 4272282.463472027]]"
393,1839,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550355.287895847, 4272473.077128324]]"
394,1841,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550613.487670066, 4272453.253577905]]"
395,1849,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15551019.495398685, 4272466.216078634]]"
396,1853,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550334.87814533, 4272179.91494505]]"
397,1856,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550352.504649414, 4272416.655094511]]"
398,1857,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550593.386019636, 4271879.136942861]]"
399,1858,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550601.734529737, 4271796.03364917]]"
400,1859,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550559.989843184, 4271828.43615415]]"
401,1860,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550509.895912694, 4271810.519358569]]"
402,1861,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550560.299425991, 4271916.495479172]]"
403,1862,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550560.299819604, 4271992.737964558]]"
404,1864,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550343.846256847, 4272373.957684564]]"
405,1865,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550343.846256847, 4272373.957684564]]"
406,1867,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15548716.410088098, 4271329.443768873]]"
407,1876,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549025.632190973, 4271520.041005605]]"
408,1887,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15549056.554923287, 4271710.641168192]]"
409,1893,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15548716.411499716, 4271786.881678567]]"
410,1896,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15549118.399635766, 4271825.002973048]]"
411,1915,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549767.765493233, 4272015.609328068]]"
412,1927,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15549056.556091461, 4272053.729821306]]"
413,1928,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15548747.334462272, 4272053.729393267]]"
414,1932,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549087.478315001, 4272091.8515627645]]"
415,1965,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549118.401678966, 4272473.075357741]]"
416,1980,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15548714.555211777, 4271462.86115013]]"
417,1981,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15549309.809252331, 4272272.931497865]]"
418,1982,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549274.557957519, 4272256.538803156]]"
419,1983,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549256.623098707, 4272264.925677236]]"
420,1984,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15549204.055742709, 4272358.325629249]]"
421,1985,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15549237.760609241, 4272264.925682744]]"
422,1986,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15548866.383070227, 4271500.218636613]]"
423,1987,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15549686.128908735, 4271446.471241296]]"
424,1988,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15548968.120109485, 4272509.673294344]]"
425,1990,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547757.821626533, 4271329.443342505]]"
426,1992,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547881.510927113, 4271481.920571999]]"
427,2093,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547356.145359755, 4272473.074143627]]"
428,2098,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15548252.580850782, 4272549.320784648]]"
429,2118,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547481.99661695, 4271778.4946546815]]"
430,2120,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547450.456423437, 4271913.442351509]]"
431,2123,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547712.677076628, 4271967.193380007]]"
432,2129,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547666.294092488, 4272081.938950297]]"
433,2134,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547928.51409541, 4271961.093949889]]"
434,2137,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547836.98289938, 4271491.450359846]]"
435,2138,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547868.832836471, 4271487.257224639]]"
436,2139,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547982.009421114, 4271921.4479667405]]"
437,2140,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15547518.176972607, 4272222.989918052]]"
438,2141,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547776.685648648, 4271843.299982004]]"
439,2142,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547653.614576079, 4271649.647839919]]"
440,2153,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15546737.696628604, 4271520.040640044]]"
441,2174,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547015.99791808, 4271634.399872735]]"
442,2225,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15546861.387371577, 4271939.365138412]]"
443,2296,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15546488.462034034, 4271362.989112596]]"
444,2297,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15546596.999249233, 4271328.681727396]]"
445,2298,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15546904.988150608, 4272057.541226278]]"
446,2299,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15546760.578637175, 4271372.899683648]]"
447,2300,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15547237.711874194, 4272037.336540782]]"
448,2301,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15547319.965002632, 4272049.535481646]]"
449,2325,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545408.038274497, 4271825.004498775]]"
450,2364,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545831.363696888, 4271605.811823311]]"
451,2365,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545728.392485641, 4271629.065151715]]"
452,2366,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545711.075537937, 4271549.013472354]]"
453,2367,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15545801.059427923, 4271528.8097887235]]"
454,2368,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15546004.83765295, 4271547.86926487]]"
455,2369,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545972.677877013, 4271421.312480191]]"
456,2370,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545844.041123366, 4271447.233844296]]"
457,2371,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545684.172800446, 4271471.24942396]]"
458,2372,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545983.501280153, 4271561.5924534425]]"
459,2388,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15543831.307055548, 4271405.687743417]]"
460,2390,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544047.453996088, 4271443.8066859245]]"
461,2398,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544202.06598965, 4271520.04537218]]"
462,2411,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543862.230615502, 4271596.285351088]]"
463,2417,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544016.533247815, 4271672.525246383]]"
464,2419,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15544232.989544, 4271710.645057721]]"
465,2438,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543870.888539104, 4271552.447554928]]"
466,2439,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543822.031173972, 4271522.714393733]]"
467,2440,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543843.367033431, 4271451.049605426]]"
468,2442,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543895.00737027, 4271476.97077204]]"
469,2443,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543924.693082185, 4271514.709005222]]"
470,2444,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544036.9412895, 4271565.4080935735]]"
